,tweets,sentiment,word_counts,chars_count,avg_word,stop_words_count,hash_counts,mentions_count,numeric_count,upper_count,emails_count,urls_flag,rt_count
1985,shelby5 needs spend kill christmas need ass ny year,0,29,133,3.5517241379310347,15,0,1,0,2,0,0,0
1986,bana76 stop hating sadder pic crying penguin,0,15,92,5.133333333333334,7,0,1,0,0,0,1,0
1987,flight delayed 45 minutes,0,7,39,4.571428571428571,3,0,0,1,0,0,0,0
1988,wanna previewi,0,10,53,4.3,5,0,0,0,1,0,0,0
1989,restore mode starting restore iphone,0,9,51,4.666666666666667,4,0,0,0,0,0,0,0
1990,davis eat somethingsomewherei thinkmaybei,0,9,77,7.555555555555555,2,0,0,0,0,0,0,0
1991,marielenh true history 9am exams ask,0,16,84,4.25,7,0,1,0,1,0,0,0
1992,caelyns nightly blocked nose making snore,0,8,50,5.25,2,0,0,0,0,0,0,0
1993,flamingokitty chews,0,4,31,6.75,1,0,1,0,0,0,0,0
1994,sinnamons wish 1 shoutout lists,0,12,59,3.9166666666666665,5,0,1,1,2,0,0,0
1995,cynthea oops submitted dare separately week sorry confusion,0,16,98,5.125,5,0,1,0,1,0,0,0
1996,robthedog screengrab app install,0,6,45,6.5,0,0,1,0,0,0,0,0
1997,shame nyt sunday edition reading thing section getting information,0,24,136,4.625,10,0,0,0,3,0,0,0
1998,poeticpisces vegas wanted gone,0,16,84,4.1875,6,0,1,0,1,0,0,0
1999,maygunrose australia hurry come,0,12,61,4.083333333333333,6,0,1,0,0,0,0,0
2000,suffering china withdrawal miss family hours,0,16,87,4.4375,7,0,0,0,1,0,0,0
2001,fyrret eating 5 tons coral shtting bricks sand,0,20,105,4.25,7,0,1,1,1,0,0,0
2002,apparently 1 days eat healthy foods stuck wthings soup yogurt thx jaw,0,28,141,4.035714285714286,12,0,0,1,0,0,0,0
2003,alexpickett piggy reginald reg come,0,20,102,4.1,9,0,1,0,0,0,0,0
2004,babysitting lil chelly outta school,0,10,58,4.8,3,0,0,0,0,0,0,0
2005,mattybulman lot mate cos o2 arnt allowing early upgrades pay existing contract buy phone,0,24,138,4.75,7,0,1,0,1,0,0,0
2006,jazziefaith1 room started puked couch gave meds yelled ow tummy,0,27,140,4.185185185185185,12,0,1,0,0,0,0,0
2007,rustyrockets thats shame x,0,9,49,4.444444444444445,3,0,1,0,0,0,0,0
2008,oinkeraida agree,0,3,22,6.333333333333333,1,0,1,0,0,0,0,0
2009,miss wish stay wish complicated,0,25,114,3.52,13,0,0,0,4,0,0,0
2010,air condition isnt workin hot,0,9,46,4.111111111111111,4,0,0,0,1,0,0,0
2011,wheres place live snakes bc need seen snake phobia,0,26,123,3.730769230769231,10,0,0,2,2,0,0,0
2012,power come,0,4,21,4.25,1,0,0,0,0,0,0,0
2013,tweeted right smashed st columba 8 tyndale 80 yeeep lost 72 points okay girls yoous x,0,25,123,3.84,8,0,0,3,0,0,0,0
2014,diversity win boyle woman,0,8,46,4.75,4,1,0,0,0,0,0,0
2015,sad missed 100th update,0,8,36,3.5,4,0,0,0,0,0,0,0
2016,brian mouse junkie trying break habit,0,16,80,4.0,7,0,0,0,0,0,0,0
2017,detailed analysis todays lunch resulted pretty sad sigh mummys food,0,16,91,4.6875,5,0,0,0,0,0,0,0
2018,aroundtheus haha cause working hit guys free,0,16,77,3.8125,5,0,1,0,2,0,0,0
2019,hands tingle mowing lawn,0,8,43,4.375,4,0,0,0,0,0,0,0
2020,wolframalpha advice,0,7,57,7.142857142857143,3,0,0,0,0,0,1,0
2021,eating awful fried cheese dinner rubbish tired 3 days crete,0,19,99,4.2105263157894735,7,0,0,1,0,0,0,0
2022,way san diego driving sooooo gna hot minute misssssss boo,0,21,99,3.7142857142857144,7,0,0,0,2,0,0,0
2023,stomach digesting sick feel eating,0,15,79,4.266666666666667,4,0,0,0,1,0,0,0
2024,packing computer bakal jarang online,0,7,42,5.0,1,0,0,0,0,0,0,0
2025,grad party bittersweet miss seniors,0,10,58,4.8,3,0,0,0,0,0,0,0
2026,gay guys mean bitches whyyy,0,11,57,4.181818181818182,5,0,0,0,0,0,0,0
2027,thebyrnex,0,3,19,5.333333333333333,2,0,1,0,0,0,0,0
2028,twitters removeunfollow working,0,5,42,7.4,2,0,0,0,0,0,0,0
2029,woke feeling sat morning,0,9,45,4.0,4,0,0,0,0,0,0,0
2030,antescrow upset,0,5,32,5.4,2,0,1,0,0,0,0,0
2031,boyfriend,0,4,20,4.0,2,0,0,0,0,0,0,0
2032,suffering migraine,0,4,27,5.75,2,0,0,0,0,0,0,0
2033,procrastinating looking pictures yorki,0,14,87,5.214285714285714,8,0,0,0,0,0,0,0
2034,havin rough right pray mom dad,0,14,65,3.5714285714285716,7,0,0,0,0,0,0,0
2035,garage finally getting results having spent money expensive morning,0,14,91,5.5,5,0,0,0,0,0,0,0
2036,staceshort rain hardly raining,0,10,60,5.0,2,0,1,0,1,0,0,0
2037,feeling feeling sick big,0,8,46,4.75,2,0,0,0,0,0,0,0
2038,feeling,0,4,25,5.25,3,0,0,0,0,0,0,0
2039,2-8 yay,0,4,18,3.5,0,0,0,0,0,0,0,0
2040,goodlaura reese dying ttsc season finale week 24 boring madame president crazy woman,0,20,120,5.0,5,2,1,0,1,0,0,0
2041,bellafob better count,0,4,31,6.75,1,0,1,0,0,0,0,0
2042,long busy believe dont saturday,0,19,95,4.0,5,0,1,0,2,0,0,0
2043,thabombshelter aw man sux free ballpark beer sad sympathetic face,0,16,99,5.1875,5,0,1,0,0,0,0,0
2044,god let movies,0,10,50,4.0,5,0,0,0,0,0,0,0
2045,hate,0,3,12,3.0,0,0,0,0,1,0,0,0
2046,lost docs backup,0,7,35,4.0,3,0,0,0,0,0,0,0
2047,sun burn settle leg burnt half hurts bad,0,24,107,3.4583333333333335,11,0,0,0,0,0,0,0
2048,quotdont cover idiosyncrasieswhere madonna samira tooth gapquot yo qu s pero m gusta el mo,0,25,147,4.88,9,0,0,0,0,0,0,0
2049,kaylajaneb fourth episode getting watch,0,15,86,4.733333333333333,6,0,1,0,0,0,0,0
2050,weather says 100 degrees umgood luck currently 63 degrees right,0,17,103,5.0588235294117645,2,0,0,2,0,0,0,0
2051,thisisbree sucks toots sorry hope feel better soon,0,14,81,4.785714285714286,3,0,1,0,1,0,0,0
2052,double english,0,2,15,6.5,0,0,0,0,0,0,0,0
2053,cheesecake factory spoiled rotten daughter persistent request dads push,0,18,105,4.833333333333333,6,0,1,0,1,0,0,0
2054,decided need danny breaks collection criminally lacking music,0,16,88,4.5,5,0,0,0,3,0,0,0
2055,noahgk yes saw sounds movie released rest world,0,20,103,4.1,6,0,1,0,2,0,0,0
2056,pstainthorp wolframalpha guess hard way proper research,0,18,101,4.611111111111111,5,0,1,0,1,0,0,0
2057,thinks patrick dempsey sure studio line gel makes look slightly electrocuted shame,0,19,117,5.157894736842105,5,0,0,0,0,0,0,0
2058,elizalavelle right nope marking york,0,14,74,4.285714285714286,4,0,2,0,0,0,0,0
2059,hate life,0,4,16,3.0,1,0,0,0,2,0,0,0
2060,vacation schoooool,0,6,36,5.0,4,0,0,0,0,0,0,0
2061,hollyconway quotqueen bee heartquot bring tim hortons weeks,0,22,130,4.909090909090909,10,0,1,1,1,0,0,0
2062,bloody rain shop,0,8,39,3.875,3,0,0,0,1,0,0,0
2063,chrisalex jumping car nottinghamits raining,0,10,70,6.0,4,0,1,0,0,0,0,0
2064,stupid raineverything grey later firebrigade training outside dont wanna,0,22,123,4.590909090909091,9,0,0,0,3,0,0,0
2065,quantus lost luggage,0,6,32,4.333333333333333,3,0,0,0,0,0,0,0
2066,disaster homemade skirt small need change,0,13,70,4.384615384615385,6,0,0,0,1,0,0,0
2067,movie popcorn,0,5,31,5.2,2,0,0,0,0,0,0,0
2068,msfire sorry ur doggie fun putting pets,0,11,61,4.545454545454546,3,0,1,0,0,0,0,0
2069,study leave exam guess yup revising,0,23,117,4.086956521739131,9,0,0,0,0,0,0,0
2070,body shutting,0,3,19,5.333333333333333,1,0,0,0,0,0,0,0
2071,hoping week coffee tuesday fail,0,15,81,4.4,9,1,0,0,0,0,0,0
2072,joshsharp update live run browsers,0,14,72,4.142857142857143,6,0,1,1,1,0,0,0
2073,frankiethesats comiserations iphone dunk hope dries works,0,13,83,5.3076923076923075,5,0,1,0,0,0,0,0
2074,wish dallas right nowww,0,8,35,3.375,4,0,0,0,0,0,0,0
2075,bad modem said internet 7 days hughes net problem problem support care customer,0,26,134,4.153846153846154,13,0,0,1,0,0,0,0
2076,gypsydandelion happened hope gets better,0,11,71,5.363636363636363,1,0,1,0,1,0,0,0
2077,school,0,6,25,3.1666666666666665,5,0,0,0,0,0,0,0
2078,ophelia danny angela craig robert great,0,14,85,5.0,5,0,1,0,0,0,0,0
2079,riddlespider sad,0,3,27,7.666666666666667,0,0,1,0,0,0,0,0
2080,thinking damn rain sign stay dayno tally bound hrs miami fun gotta run,0,27,132,3.888888888888889,12,0,0,0,2,0,0,0
2081,cookies cakes sugar free,0,11,59,4.363636363636363,6,0,0,0,0,0,0,0
2082,parrotparrack come eyeballs paint dust,0,17,85,4.0,9,0,1,0,1,0,0,0
2083,dear god unbelievably stupid hurt person fuck fuck fuck need shot,0,22,115,4.2272727272727275,8,0,0,0,0,0,0,0
2084,telling andeoooooxd cos sharing delicious brownies,0,11,73,5.636363636363637,3,0,1,0,1,0,0,0
2085,onedrgirl awwwwwwww missed,0,8,52,5.5,4,0,1,0,0,0,0,0
2086,according ben happen thats big toe hahaha,0,16,101,5.3125,6,0,0,0,0,0,1,0
2087,crowdedangels yeah lung infection spreading rest organs died hun,0,23,126,4.391304347826087,12,0,1,0,0,0,0,0
2088,alejandrianicol scared dogs tho,0,7,42,5.0,1,0,1,0,0,0,0,0
2089,look gonna rain need church jesus loves,0,17,87,4.117647058823529,5,0,0,0,4,0,0,0
2090,cheyroux aww decided benson yearhe old tired,0,14,86,5.142857142857143,5,0,1,0,0,0,0,0
2091,wish reece stop crying sleep,0,10,50,4.0,5,0,0,0,0,0,0,0
2092,sunshine gone,0,4,27,5.75,1,0,0,0,0,0,0,0
2093,looove music makes cry bts,0,9,46,4.111111111111111,4,1,0,0,1,0,0,0
2094,heat grazia subscriptions probably delivered door,0,12,81,5.75,4,0,0,0,0,0,0,0
2095,8more hrs working,0,9,45,4.0,4,0,0,0,0,0,0,0
2096,karendomalaon wwhat wrong,0,3,30,8.666666666666666,0,0,1,0,0,0,0,0
2097,espiritoart hehe winter wouldnt bad right body wandering round barely bikini,0,26,132,4.076923076923077,14,0,1,0,0,0,0,0
2098,danny wanted sushi open,0,9,47,4.222222222222222,5,0,0,0,0,0,0,0
2099,finished watching hills watching mtv awards twilight way babay,0,13,87,5.6923076923076925,4,0,0,0,0,0,0,0
2100,studying accounting exam great internship downcity,0,18,97,4.388888888888889,7,0,0,0,1,0,0,0
2101,girlgeeks,0,10,57,4.7,7,0,1,0,0,0,0,0
2102,mrgq kinda confusing iti feelin 30 update tho,0,14,80,4.714285714285714,3,0,1,0,1,0,0,0
2103,reason feel mad,0,6,33,4.5,1,0,0,0,1,0,0,0
2104,sleep,0,5,22,3.4,2,0,0,0,1,0,0,0
2105,throwing sleeping means cranky jakes wedding,0,19,96,4.052631578947368,11,0,0,0,0,0,0,0
2106,yaaskibs forget yoou,0,8,45,4.625,1,0,1,0,1,0,0,0
2107,worst headache bes ragin,0,9,48,4.333333333333333,4,0,0,0,0,0,0,0
2108,leave worst bus trip life 14 hours 40 people dying fever,0,23,104,3.5217391304347827,10,0,0,2,0,0,0,0
2109,thefabulousone gets happy shit outside,0,9,54,5.0,2,0,1,0,1,0,0,0
2110,allergies keeping,0,6,34,4.666666666666667,3,0,0,0,0,0,0,0
2111,gfalcone601 woke becasue lovely summer ball x,0,24,111,3.5833333333333335,10,0,1,0,0,0,0,0
2112,ugh wake 5 stupid softball,0,11,54,3.909090909090909,5,0,0,1,0,0,0,0
2113,rhizee mean guitar-hero yes guitar,0,9,64,4.666666666666667,4,0,1,0,1,0,0,0
2114,lies upstairs hairspray little bit frustrating,0,24,126,4.25,11,0,0,0,2,0,0,0
2115,accessglory healthy doctors told excessive smoking drinking etc caused suffer ill health now-not,0,23,142,5.173913043478261,8,0,1,0,0,0,0,0
2116,internet phone xx,0,8,33,3.125,2,0,0,0,1,0,0,0
2117,strebel sorry hear pete dog treasure moments,0,10,62,5.2,3,0,1,0,0,0,0,0
2118,krahl pops tomorrow-thurs till sat friday week looks,0,27,138,4.111111111111111,14,0,1,0,0,0,0,0
2119,saaaaaarah15 yeah saw hahah doesnt facebook haha,0,10,60,5.0,3,0,1,0,0,0,0,0
2120,great bandung misses blast stayed best vacation,0,27,131,3.8518518518518516,16,0,0,0,0,0,0,0
2121,cocoageek hope app longest approval,0,11,65,4.909090909090909,4,0,1,0,0,0,0,0
2122,school kinda sad,0,16,83,4.1875,6,0,0,0,0,0,0,0
2123,evyled,0,2,15,6.5,0,0,1,0,1,0,0,0
2124,tied 3 7th 1 ltlizabethgt,0,10,56,4.5,5,0,0,2,0,0,0,0
2125,freakin cool doesnt shit happen,0,14,127,8.071428571428571,3,0,0,0,0,0,1,0
2126,gavindevine thought fuond box amazon 249 bought country,0,27,133,3.888888888888889,17,0,1,0,1,0,0,0
2127,bitchorexic nooo purity,0,4,29,6.25,0,0,1,0,3,0,0,0
2128,denmark sweden trainno bussesno flight stuck,0,13,82,5.230769230769231,4,0,0,0,0,0,0,0
2129,longer tweet,0,7,32,3.5714285714285716,5,0,0,0,0,0,0,0
2130,heard airfrance plane news flying,0,15,86,4.733333333333333,7,0,0,0,0,0,0,0
2131,firebird06 aww sad 5 bd hahai bought lot movies recently sad panda spare cuddle buddies,0,24,131,4.333333333333333,6,0,1,1,2,0,0,0
2132,feel ashamed drank soda,0,8,39,3.875,2,0,0,0,1,0,0,0
2133,praying cousin,0,4,26,5.5,2,0,0,0,0,0,0,0
2134,stomach hurts,0,3,17,4.666666666666667,1,0,0,0,0,0,0,0
2135,contemplating bacon sandwich fry touch choice,0,13,70,4.384615384615385,6,0,0,0,0,0,0,0
2136,mdixson sorry hear hope okay,0,9,47,4.222222222222222,2,0,1,0,1,0,0,0
2137,dinner dont wanna history homework,0,8,48,4.875,0,0,0,0,0,0,0,0
2138,apparently tonight lot,0,19,89,3.6842105263157894,8,0,0,0,2,0,0,0
2139,stupidly worried bf air france flight right,0,16,73,3.5625,8,0,0,0,1,0,0,0
2140,happy big choice,0,8,35,3.375,3,0,0,0,0,0,0,0
2141,fhaps looks great 720p,0,9,42,3.6666666666666665,4,0,1,0,0,0,0,0
2142,lied planning feel,0,16,72,3.5,9,0,0,0,3,0,0,0
2143,number 32531 reverbnation charts help climb,0,13,99,6.615384615384615,2,0,0,1,1,0,1,0
2144,forgotten waiting having barbecue entails,0,10,63,5.3,4,0,0,0,1,0,0,0
2145,ohduh gets nice cleaned b4 come,0,9,48,4.333333333333333,1,0,1,0,2,0,0,0
2146,morning world bummed guy called set interview need looking getting dressed,0,24,137,4.708333333333333,11,0,0,0,0,0,0,0
2147,touch food poisoning tonight sure set,0,11,58,4.2727272727272725,3,0,0,0,0,0,0,0
2148,vicster sad granted things,0,17,93,4.470588235294118,10,0,1,0,0,0,0,0
2149,jasminetreid crying allot realllyyy reeeaallyy miss hanging,0,21,138,5.571428571428571,2,0,1,0,11,0,0,0
2150,nathaliecaron ended left knee killing pushed yesterday,0,21,116,4.476190476190476,8,0,1,0,3,0,0,0
2151,hate having cold,0,5,21,3.2,2,0,0,0,0,0,0,0
2152,bandboxmusic getting database errors signed 109 try,0,15,94,5.266666666666667,6,0,1,0,0,0,0,0
2153,kjkraynak heard guess glad bye monday,0,15,70,3.6666666666666665,6,0,1,0,2,0,0,0
2154,woke smile face minutes goneeeee,0,16,69,3.3125,11,0,0,0,0,0,0,0
2155,late nights early mornings,0,9,52,4.777777777777778,4,0,0,0,0,0,0,0
2156,musiclove9 sowry feel better unwell stephyy makes sad caityy,0,13,80,5.153846153846154,1,0,1,0,3,0,0,0
2157,chillaxing friends waitng sign senior book year high school,0,19,101,4.2631578947368425,10,0,0,0,0,0,0,0
2158,ct scan afternoon aneurysm right wrist,0,17,81,3.764705882352941,7,0,0,0,2,0,0,0
2159,goodeness357 yo ass bed safely bout lay gotta 4 hrs yo fault,0,26,117,3.5,10,0,1,1,0,0,0,0
2160,mbreitweiser man sucks yeah anime kids picky lucky runaways xd bank,0,18,105,4.777777777777778,6,0,1,0,2,0,0,0
2161,boring days target depressed,0,8,45,4.625,4,0,0,0,0,0,0,0
2162,mangledfairy yes madam,0,3,24,7.0,0,0,1,0,0,0,0,0
2163,sherrieshepherd saw report news thing thought sherri right ass,0,25,128,4.12,12,0,1,0,2,0,0,0
2164,mileycyrus having feet dashboard guess line sight person driving,0,23,115,3.9565217391304346,10,0,1,0,2,0,0,0
2165,alliejane talks,0,11,54,3.909090909090909,8,0,1,0,0,0,0,0
2166,waiting foster cats god worst bit gutted,0,19,87,3.5789473684210527,10,0,0,0,0,0,0,0
2167,hi ho ho,0,10,31,2.1,6,0,0,0,1,0,0,0
2168,sober sally noon spend rest watching movies bed,0,26,130,4.0,11,0,0,0,2,0,0,0
2169,misses lance,0,3,24,7.0,0,0,0,0,0,0,0,0
2170,lulugodiva video available country copyright restrictions,0,13,86,5.615384615384615,6,0,1,0,0,0,0,0
2171,dont,0,4,17,3.25,1,0,0,0,1,0,0,0
2172,inaperfectworld step outside makeup scare little kids,0,13,90,5.923076923076923,5,1,0,0,0,0,0,0
2173,awww slept 12 hours,0,5,22,3.4,1,0,0,1,0,0,0,0
2174,luck catchin fish lost lureslol,0,7,43,5.142857142857143,2,0,0,0,0,0,0,0
2175,traffic speedway,0,3,20,5.666666666666667,1,0,0,0,0,0,0,0
2176,pippi longstocking daniel,0,4,31,6.75,1,0,0,0,0,0,0,0
2177,aww episode mole,0,6,30,4.0,2,0,0,0,0,0,0,0
2178,leg strain hurts missed movements,0,9,51,4.666666666666667,2,0,0,0,1,0,0,0
2179,letting hard letting clothes harder,0,11,55,4.0,6,0,0,0,0,0,0,0
2180,mileycyrus end hannah montana,0,9,53,4.888888888888889,4,0,1,0,0,0,0,0
2181,bubbly bubbly girl,0,3,23,6.666666666666667,0,0,1,0,2,0,0,0
2182,gmemon let working end end s low speed internet,0,20,92,3.6,9,0,1,0,1,0,0,0
2183,dangit hate text tweets hope haha,0,11,50,3.5454545454545454,5,0,0,0,0,0,0,0
2184,lalavazquez fun vegas vaca til year,0,12,63,4.25,4,0,1,0,0,0,0,0
2185,,0,5,24,3.8,2,0,0,0,0,0,0,0
2186,looking flights laman expensive,0,7,51,6.285714285714286,2,0,0,0,0,0,0,0
2187,getting ready graduation tonight blaaaah,0,6,46,6.666666666666667,1,0,0,0,0,0,0,0
2188,process selling favorite thing time--my macbook pro,0,13,74,4.615384615384615,6,0,0,0,0,0,0,0
2189,celebstylist working,0,4,32,7.0,2,0,1,0,0,0,0,0
2190,collectivesoul looks need lie,0,8,51,5.25,2,0,1,0,0,0,0,0
2191,12 hours job fabulous b,0,15,71,3.7333333333333334,3,0,0,1,0,0,0,0
2192,waching old movies alive,0,9,45,4.0,4,0,0,0,0,0,0,0
2193,loland,0,1,10,9.0,0,0,0,0,0,0,0,0
2194,ramsackhames yes job partying guys,0,20,113,4.65,10,0,1,0,2,0,1,0
2195,alba17 donut,0,4,21,4.25,0,0,1,0,1,0,0,0
2196,bruise leg actually size hand,0,12,53,3.4166666666666665,7,0,0,0,0,0,0,0
2197,devyra curious bored,0,6,38,5.333333333333333,1,0,1,0,0,0,0,0
2198,sum1 gimme shout os 30 update reaches uk sad times cuz gotta wait way sheds tear,0,28,133,3.75,8,0,0,0,2,0,0,0
2199,school,0,6,33,4.5,3,0,1,0,0,0,0,0
2200,momma martini ho leave cause thunder,0,13,67,4.153846153846154,5,0,0,0,0,0,0,0
2201,watch howls moving castle able stay awake,0,17,83,3.8823529411764706,4,0,0,0,2,0,0,0
2202,graze box bloody postroom fruit mouldy,0,18,89,3.9444444444444446,7,0,0,0,1,0,0,0
2203,leslieroark terrible virus ugh summerthis supposed happening,0,18,119,5.444444444444445,6,0,1,0,0,0,0,0
2204,kh thn nng cy tip nh nhn nh gi ko chu c ny cng trng xp x ly nhanh ko lt,0,25,110,3.4,0,0,0,0,0,0,0,0
2205,koifishsushi yeahthat understandable,0,3,43,13.333333333333334,0,0,1,0,0,0,0,0
2206,fun tonight pillow fights skins wish stayed,0,16,83,4.1875,7,0,0,0,0,0,0,0
2207,slight fever,0,4,20,4.0,2,0,0,0,0,0,0,0
2208,libbymcfly dont old ones x,0,8,37,3.625,2,0,1,0,0,0,0,0
2209,blears completely jealous dates shows july find ticket,0,27,134,3.962962962962963,14,0,1,0,1,0,0,0
2210,nicci311 cause light beer hehe ive 1 concert life deadsy msi 15 lmao,0,25,119,3.72,11,0,1,2,1,0,0,0
2211,themattyboosh happy mate come cold sure rain donington,0,20,109,4.45,9,0,1,0,0,0,0,0
2212,officialfranky aww thats idun jus bedd,0,13,72,4.461538461538462,6,0,1,0,0,0,0,0
2213,dropped bag sweater fucking lake puddle uner seat,0,18,108,5.0,6,0,0,0,0,0,1,0
2214,sunburnt face neck,0,4,23,4.75,1,0,0,0,0,0,0,0
2215,mom having mood swings,0,8,39,3.875,4,0,0,0,0,0,0,0
2216,chasingangel82 j2 rpattz days pics cons anytime,0,24,128,4.333333333333333,12,0,1,0,2,0,0,0
2217,peet81 nooooo feel bad bday weeks away arrrr gift shame,0,26,121,3.6153846153846154,10,0,1,0,2,0,0,0
2218,carliebree omg read ur previous tweet news,0,17,85,4.0,6,0,1,0,2,0,0,0
2219,busy overtime friday pukes,0,4,29,6.25,0,0,0,0,0,0,0,0
2220,lucasgrabeel13 course bet brits allowed way wait watch,0,18,98,4.444444444444445,8,0,1,0,0,0,0,0
2221,open break-in trying open door holding key one-side trying turn,0,25,136,4.44,12,0,0,0,0,0,0,0
2222,intercepted ieven street,0,9,51,4.666666666666667,4,0,0,0,1,0,0,0
2223,drop hardrock cafe plan deeply involved building iphone application notice tweets,0,26,142,4.461538461538462,12,0,0,0,0,0,0,0
2224,richardepryor chelsea fan,0,8,49,5.125,3,0,1,0,0,0,0,0
2225,birthday expecting rubbish cause year progressivley worse year,0,22,119,4.363636363636363,13,0,0,0,0,0,0,0
2226,accidently spilled coke car asdfghj,0,7,42,5.0,2,0,0,0,0,0,0,0
2227,sick sore throat,0,9,43,3.7777777777777777,5,0,0,0,1,0,0,0
2228,hungryy hungryyy eat,0,6,32,4.333333333333333,2,0,0,0,0,0,0,0
2229,reneemurad finallly followed come overrr,0,13,85,5.538461538461538,5,0,1,0,0,0,0,0
2230,stephenfry looks mobypicture handle traffic tweets generate,0,11,81,6.363636363636363,2,0,1,0,0,0,0,0
2231,things cost money,0,7,33,3.7142857142857144,4,0,0,0,0,0,0,0
2232,elizrael guessed fault racist xenophobic homophobic nice,0,15,96,5.4,7,0,1,0,0,0,0,0
2233,came training badly,0,11,52,3.727272727272727,7,0,0,0,0,0,0,0
2234,find pepsi throwback,0,5,31,5.2,1,0,0,0,0,0,0,0
2235,goin oil changed yeah,0,7,33,3.5714285714285716,3,0,0,0,1,0,0,0
2236,cant believe tired 3 hr nap catching zs school,0,18,85,3.7222222222222223,6,0,0,1,2,0,0,0
2237,watching ghost saaaad,0,6,33,4.5,1,0,0,0,0,0,0,0
2238,ugh sleep miss bed cat purring ear,0,15,70,3.6666666666666665,6,0,0,0,0,0,0,0
2239,uglyego havent asid phone aint point sure bout,0,22,117,4.318181818181818,12,0,1,0,0,0,0,0
2240,hwy country,0,10,51,4.1,6,0,1,0,0,0,0,0
2241,dammit grabbed jongillis lunch instead ewwwww,0,8,59,6.25,1,0,1,0,0,0,0,0
2242,twitter nation couple hours couldnt sleep energy system leave xmuahx,0,26,137,4.269230769230769,0,0,0,0,1,0,0,0
2243,hell fell,0,12,50,3.1666666666666665,0,0,0,0,12,0,0,0
2244,driving reception sleepy hungry,0,8,47,4.875,3,0,0,0,0,0,0,0
2245,comtesse hate bad cuz thinking high school,0,17,84,3.9411764705882355,8,0,1,0,1,0,0,0
2246,davidarchie wow w8 hir philippines 16 pls reply,0,20,96,3.8,7,0,1,0,0,0,0,0
2247,says confirmed swine flu case town illegal immigrant mexico city,0,18,120,5.666666666666667,6,0,0,0,0,0,1,0
2248,blueslady26 dont sulk cant concerts tt long tiime boo,0,23,110,3.782608695652174,12,0,1,0,2,0,0,0
2249,wishing job market better nice apply college education,0,14,81,4.785714285714286,0,0,0,0,0,0,0,0
2250,trying understand karma morning stopped removed box turtle road save later killed mowing,0,25,138,4.48,11,0,0,0,0,0,0,0
2251,hardly bear watch,0,8,38,3.75,2,0,0,0,1,0,0,0
2252,underlife half way filmingnot post-production special effects awesome,0,14,108,6.714285714285714,5,0,1,0,0,0,0,0
2253,5fm boertjie cheese week hate guys,0,10,53,4.3,4,0,1,0,0,0,0,0
2254,gustariana lampd rn exercise balls awesome sorry pt beating,0,19,105,4.526315789473684,6,0,1,0,3,0,0,0
2255,faketragedycom yeah sigh wednesday d,0,9,64,6.111111111111111,2,0,1,0,1,0,0,0
2256,km5njo clean,0,3,18,5.0,0,0,1,0,0,0,0,0
2257,hate driving rain hate passenger,0,12,59,3.9166666666666665,4,0,0,0,2,0,0,0
2258,little upset twitter update phone didnt post,0,17,78,3.588235294117647,8,0,0,0,1,0,0,0
2259,valablack mean chatting,0,7,45,5.285714285714286,2,0,1,0,0,0,0,0
2260,trying bed fall asleep watching crap 4od certain rawritsbryony let,0,19,99,4.2105263157894735,8,0,1,0,1,0,0,0
2261,hate having retweet response sorry,0,10,61,5.1,4,0,0,0,1,0,0,0
2262,holy shmoly gross cute hair date humidity squarespace,0,20,101,4.05,9,1,0,0,1,0,0,0
2263,urrrrgh spiders worst nightmare,0,6,39,5.5,2,0,0,0,0,0,0,0
2264,dropped iphone fixed yest cracked case old n95 10-15 days,0,21,103,3.9047619047619047,10,0,0,0,1,0,0,0
2265,hiphopmonalisa right dis,0,11,79,6.181818181818182,5,0,1,0,0,0,1,0
2266,leaving,0,3,17,4.666666666666667,1,0,0,0,0,0,0,0
2267,jst went oakland sf 8hr drive vegas butt hurts ready tho days,0,23,108,3.652173913043478,7,0,0,1,1,0,0,0
2268,allliesabout,0,10,57,4.7,0,0,1,0,0,0,0,0
2269,cleaning,0,1,12,11.0,0,0,0,0,0,0,0,0
2270,dnajd dm goes 2my cellphone cost,0,11,56,4.090909090909091,2,0,1,0,1,0,0,0
2271,ashjolliffe ow crap completely forgot dads anyways,0,15,83,4.533333333333333,6,0,1,0,1,0,0,0
2272,aww ones msn,0,5,21,3.2,2,0,0,0,1,0,0,0
2273,cut puppies tail 5th paw watch end tears puppies kept crying,0,25,125,4.0,8,0,0,0,2,0,0,0
2274,calvas eish que mau,0,4,24,4.75,0,0,1,0,0,0,0,0
2275,soo fun drinks friendshowever fun cater hangover awaits following,0,23,121,4.260869565217392,12,0,0,0,0,0,0,0
2276,searching people follow l mitch hewer gone screens,0,20,109,4.45,11,0,0,0,1,0,0,0
2277,2000 nlhe event start sadly 30 table,0,16,74,3.625,9,0,0,1,0,0,0,0
2278,dalekau wondering spammers come,0,14,80,4.714285714285714,8,0,1,0,1,0,0,0
2279,sick,0,4,16,3.0,2,0,0,0,0,0,0,0
2280,aww missed virtual concert,0,6,36,5.0,1,0,0,0,1,0,0,0
2281,daisygaytan looking advice oops question,0,13,83,5.384615384615385,6,0,1,0,0,0,0,0
2282,liesboystell women,0,12,73,5.083333333333333,5,1,0,0,1,0,0,0
2283,jealous brys,0,6,28,3.6666666666666665,3,0,0,0,0,0,0,0
2284,mrsmcfox,0,1,11,10.0,0,0,1,0,0,0,0,0
